state,state_name,date,PRCP,SNOW,SNWD,TMAX,TMIN
TX,Texas,2021-01-24,17.22031496903694,0.0017047391749062393,0.0,167.05533199195173,68.13258998435055
TX,Texas,2021-01-31,9.05611857278524,0.03105089355089355,0.561046511627907,179.05945080862531,41.977178796046715
TX,Texas,2021-02-07,2.7832914783191027,0.0,0.0,195.4263302034429,38.00582383188017
TX,Texas,2021-02-14,24.21596061446843,1.2583675063464168,7.773167416572929,81.16661051212938,-8.268023190363616
TX,Texas,2021-02-21,22.906794112367617,16.158951395530824,76.44676406926406,39.481221382783886,-80.28808951465201
TX,Texas,2021-02-28,18.785227352343586,0.0,5.472070939812875,218.65081245768448,72.60740803430376
TX,Texas,2021-03-07,14.579384157509157,0.004490271079328123,0.0,199.979118709095,46.86194425637554
TX,Texas,2021-03-14,10.97413854430661,0.0,0.0,242.26821060965955,123.3587716321683
TX,Texas,2021-03-21,12.605627188793378,0.6461070661422156,2.1848106712564546,221.70163265306124,68.38055555555555
TX,Texas,2021-03-28,44.630061875496466,0.15729831451480938,0.20052424639580602,237.39327564755118,90.4118368962787
TX,Texas,2021-04-04,7.007534431541993,0.0,0.0,227.34951260504204,85.1496974789916
TX,Texas,2021-04-11,4.376515742909185,0.0,0.0,281.50773102590205,122.46749236511708
TX,Texas,2021-04-18,32.64228588292333,0.0,0.0,221.226768707483,118.27483804977838
TX,Texas,2021-04-25,39.07582608883698,0.0,0.0,227.3206254272044,86.01248144341669
TX,Texas,2021-05-02,144.63504062097812,0.0,0.0,266.60799480929813,167.35035545023698
TX,Texas,2021-05-09,15.681627906976745,0.0,0.0,292.17379826635147,153.15763818529774
TX,Texas,2021-05-16,54.92978386549815,0.0,0.0,253.2114206912079,151.31004728132388
TX,Texas,2021-05-23,125.24328858387014,0.002059025394646534,0.00911854103343465,276.58118370570975,177.4317648386369
TX,Texas,2021-05-30,90.18162554574069,0.0,0.0,297.0915242652085,194.85093984962407
TX,Texas,2021-06-06,112.80965486194478,0.0,0.0,280.68242280285034,179.3340402669381
TX,Texas,2021-06-13,21.65896048918156,0.0030826640707390285,0.0,338.37981859410434,226.4301530612245
TX,Texas,2021-06-20,10.891245474798106,0.0,0.0,348.0108446712018,213.38841836734693
TX,Texas,2021-06-27,41.438244970264456,0.0,0.0,338.98706761006287,226.03758423180594
TX,Texas,2021-07-04,69.82888093215196,0.0,0.0,310.6379034078086,218.0131855111713
TX,Texas,2021-07-11,107.33319159783828,0.0,0.0,312.7951807228916,217.04332873245914
TX,Texas,2021-07-18,32.84515580918184,0.0,0.0,326.8535971223022,218.75461916181342
TX,Texas,2021-07-25,43.744236691597,0.0,0.0,331.5005725623583,217.89231730878507
TX,Texas,2021-08-01,14.708412993450168,0.0,0.0,352.06846510575724,225.44336734693877
